,Inverse Document Frequency
björnungarna,-0.15415067982725836
björnön,-0.15415067982725836
bla,-0.15415067982725836
black,-0.15415067982725836
blacksta,-0.15415067982725836
blacksåsen,-0.15415067982725836
blacksåsens,-0.15415067982725836
blad,-0.15415067982725836
bladen,-0.15415067982725836
bladet,-0.15415067982725836
bladgirland,-0.15415067982725836
bladlösa,-0.15415067982725836
bladmassorna,-0.15415067982725836
bladrullen,-0.15415067982725836
bladskiva,-0.15415067982725836
bladskivor,-0.15415067982725836
bladskivorna,-0.15415067982725836
bladskrud,-0.15415067982725836
bland,-0.15415067982725836
blanda,-0.15415067982725836
blandade,-0.15415067982725836
blandades,-0.15415067982725836
blandar,-0.15415067982725836
blandat,-0.15415067982725836
blandning,-0.15415067982725836
blandningen,-0.15415067982725836
blank,-0.15415067982725836
blanka,-0.15415067982725836
blankade,-0.15415067982725836
blankaste,-0.15415067982725836
blanklädersskorna,-0.15415067982725836
blanknötta,-0.15415067982725836
blankskinn,-0.15415067982725836
blankskinnsskor,-0.15415067982725836
blankskurad,-0.15415067982725836
blankskurade,-0.15415067982725836
blankskurat,-0.15415067982725836
blankslipade,-0.15415067982725836
blankslitna,-0.15415067982725836
blanksmörja,-0.15415067982725836
blankt,-0.15415067982725836
blaren,-0.15415067982725836
ble,-0.15415067982725836
blec,-0.15415067982725836
bleckdosa,-0.15415067982725836
blecklåda,-0.15415067982725836
bleckportör,-0.15415067982725836
bleckskyltar,-0.15415067982725836
blek,-0.15415067982725836
bleka,-0.15415067982725836
blekare,-0.15415067982725836
blekblå,-0.15415067982725836
blekblåa,-0.15415067982725836
bleker,-0.15415067982725836
blekgul,-0.15415067982725836
blekhet,-0.15415067982725836
blekinge,-0.15415067982725836
blekinges,-0.15415067982725836
blekingsborna,-0.15415067982725836
blekingskusten,-0.15415067982725836
blekingsströmmarna,-0.15415067982725836
blekna,-0.15415067982725836
bleknade,-0.15415067982725836
bleknande,-0.15415067982725836
bleknar,-0.15415067982725836
bleknat,-0.15415067982725836
blekröd,-0.15415067982725836
blekröda,-0.15415067982725836
blekrött,-0.15415067982725836
blekt,-0.15415067982725836
blekta,-0.15415067982725836
blev,-0.15415067982725836
bleve,-0.15415067982725836
blevo,-0.15415067982725836
bli,-0.15415067982725836
blick,-0.15415067982725836
blicka,-0.15415067982725836
blickade,-0.15415067982725836
blickande,-0.15415067982725836
blickar,-0.15415067982725836
blickarna,-0.15415067982725836
blickat,-0.15415067982725836
blicken,-0.15415067982725836
blictrande,-0.15415067982725836
blid,-0.15415067982725836
blida,-0.15415067982725836
blidare,-0.15415067982725836
blidbet,-0.15415067982725836
blide,-0.15415067982725836
blidka,-0.15415067982725836
blidväder,-0.15415067982725836
bligar,-0.15415067982725836
blin,-0.15415067982725836
blind,-0.15415067982725836
blinda,-0.15415067982725836
blindbock,-0.15415067982725836
blinde,-0.15415067982725836
blindes,-0.15415067982725836
blindförerskan,-0.15415067982725836
blindhet,-0.15415067982725836
blink,-0.15415067982725836
blinka,-0.15415067982725836
blinkade,-0.15415067982725836
blinkande,-0.15415067982725836
blinkar,-0.15415067982725836
blint,-0.15415067982725836
blir,-0.15415067982725836
bliså,-0.15415067982725836
blitt,-0.15415067982725836
bliva,-0.15415067982725836
blivande,-0.15415067982725836
blive,-0.15415067982725836
bliven,-0.15415067982725836
blivi,-0.15415067982725836
blivit,-0.15415067982725836
blivkade,-0.15415067982725836
blivt,-0.15415067982725836
blixt,-0.15415067982725836
blixtar,-0.15415067982725836
blixtarna,-0.15415067982725836
blixten,-0.15415067982725836
blixtra,-0.15415067982725836
blixtrade,-0.15415067982725836
blixtrande,-0.15415067982725836
blixtsnabbt,-0.15415067982725836
block,-0.15415067982725836
blocken,-0.15415067982725836
blocket,-0.15415067982725836
blod,-0.15415067982725836
blodbad,-0.15415067982725836
bloddroppe,-0.15415067982725836
bloddroppen,-0.15415067982725836
bloddrypande,-0.15415067982725836
blodet,-0.15415067982725836
blodets,-0.15415067982725836
blodfattig,-0.15415067982725836
blodfylld,-0.15415067982725836
blodfyllda,-0.15415067982725836
blodförlust,-0.15415067982725836
blodförslust,-0.15415067982725836
blodig,-0.15415067982725836
blodiga,-0.15415067982725836
blodigt,-0.15415067982725836
blodlukten,-0.15415067982725836
blodlösa,-0.15415067982725836
blodpölen,-0.15415067982725836
blodröd,-0.15415067982725836
blodröda,-0.15415067982725836
blodrött,-0.15415067982725836
blods,-0.15415067982725836
blodsdåd,-0.15415067982725836
blodskrivet,-0.15415067982725836
blodsprängda,-0.15415067982725836
blodsprängt,-0.15415067982725836
blodstrimman,-0.15415067982725836
blodstrimmor,-0.15415067982725836
blodströmmar,-0.15415067982725836
blodtörst,-0.15415067982725836
blodtörstig,-0.15415067982725836
blodtörstiga,-0.15415067982725836
blodtörstigt,-0.15415067982725836
blodvåg,-0.15415067982725836
blom,-0.15415067982725836
blomblad,-0.15415067982725836
blombukett,-0.15415067982725836
blombuketter,-0.15415067982725836
blomdoft,-0.15415067982725836
blomgren,-0.15415067982725836
blomgrens,-0.15415067982725836
blomgrupper,-0.15415067982725836
blomgrupperna,-0.15415067982725836
blomkantade,-0.15415067982725836
blomklasar,-0.15415067982725836
blomkorgar,-0.15415067982725836
blomkorgarna,-0.15415067982725836
blomkrans,-0.15415067982725836
blomkrukor,-0.15415067982725836
blomkål,-0.15415067982725836
blomlisten,-0.15415067982725836
blomma,-0.15415067982725836
blommade,-0.15415067982725836
blommande,-0.15415067982725836
blommar,-0.15415067982725836
blommat,-0.15415067982725836
blommigt,-0.15415067982725836
blommmna,-0.15415067982725836
blommor,-0.15415067982725836
blommorna,-0.15415067982725836
blommornas,-0.15415067982725836
blommyrten,-0.15415067982725836
blomning,-0.15415067982725836
blompinne,-0.15415067982725836
blomplaner,-0.15415067982725836
blomplanerna,-0.15415067982725836
blomplockning,-0.15415067982725836
blomrabatt,-0.15415067982725836
blomranka,-0.15415067982725836
blomrika,-0.15415067982725836
blomsamlingar,-0.15415067982725836
blomspira,-0.15415067982725836
blomster,-0.15415067982725836
blomsteranläggning,-0.15415067982725836
blomsteranläggningarna,-0.15415067982725836
blomsterfält,-0.15415067982725836
blomstergardarna,-0.15415067982725836
blomstergudinnan,-0.15415067982725836
blomstergård,-0.15415067982725836
blomsterkantade,-0.15415067982725836
blomsterkastades,-0.15415067982725836
blomsterkrans,-0.15415067982725836
blomsterkvast,-0.15415067982725836
blomstermattan,-0.15415067982725836
blomsterplockerska,-0.15415067982725836
blomsterplockerskan,-0.15415067982725836
blomsterplockerskorna,-0.15415067982725836
blomsterplockningen,-0.15415067982725836
blomsterprydd,-0.15415067982725836
blomsterrabatterna,-0.15415067982725836
blomsterskrud,-0.15415067982725836
blomsterskörd,-0.15415067982725836
blomstersmyckad,-0.15415067982725836
blomstersmyckade,-0.15415067982725836
blomsterströ,-0.15415067982725836
blomstervirad,-0.15415067982725836
blomstervävnad,-0.15415067982725836
blomsterängar,-0.15415067982725836
blomsteräventyret,-0.15415067982725836
blomstra,-0.15415067982725836
blomstrade,-0.15415067982725836
blomstrande,-0.15415067982725836
blomstrar,-0.15415067982725836
blomstring,-0.15415067982725836
blomvallarna,-0.15415067982725836
blomvippor,-0.15415067982725836
blonda,-0.15415067982725836
bloss,-0.15415067982725836
blossa,-0.15415067982725836
blossade,-0.15415067982725836
blossande,-0.15415067982725836
blossbärare,-0.15415067982725836
blossen,-0.15415067982725836
blosset,-0.15415067982725836
blossets,-0.15415067982725836
blott,-0.15415067982725836
blotta,-0.15415067982725836
blottade,-0.15415067982725836
blottades,-0.15415067982725836
blottställda,-0.15415067982725836
bltadskivorna,-0.15415067982725836
blund,-0.15415067982725836
blundade,-0.15415067982725836
blus,-0.15415067982725836
bly,-0.15415067982725836
blyg,-0.15415067982725836
blyga,-0.15415067982725836
blygas,-0.15415067982725836
blygdes,-0.15415067982725836
blyge,-0.15415067982725836
blyghet,-0.15415067982725836
blygheten,-0.15415067982725836
blygs,-0.15415067982725836
blygsam,-0.15415067982725836
blygsammare,-0.15415067982725836
blygsel,-0.15415067982725836
blygselns,-0.15415067982725836
blygts,-0.15415067982725836
bläck,-0.15415067982725836
bläckat,-0.15415067982725836
bläcket,-0.15415067982725836
bläckhorn,-0.15415067982725836
bläckhornet,-0.15415067982725836
bläckstreck,-0.15415067982725836
bläddrade,-0.15415067982725836
bläddrar,-0.15415067982725836
bländad,-0.15415067982725836
bländade,-0.15415067982725836
bländande,-0.15415067982725836
bländvita,-0.15415067982725836
blängde,-0.15415067982725836
blänka,-0.15415067982725836
blänkande,-0.15415067982725836
blänker,-0.15415067982725836
blänkte,-0.15415067982725836
bläs,-0.15415067982725836
bläsar,-0.15415067982725836
bläster,-0.15415067982725836
blå,-0.15415067982725836
blåa,-0.15415067982725836
blåaktigt,-0.15415067982725836
blåbleka,-0.15415067982725836
blåblommiga,-0.15415067982725836
blåbär,-0.15415067982725836
blåbärsriset,-0.15415067982725836
blåbärssaft,-0.15415067982725836
blåglänsande,-0.15415067982725836
blåklint,-0.15415067982725836
blåklockor,-0.15415067982725836
blåklädd,-0.15415067982725836
blåkulla,-0.15415067982725836
blåkullafarande,-0.15415067982725836
blåkullafärd,-0.15415067982725836
blåkullaresa,-0.15415067982725836
blåkullaresan,-0.15415067982725836
blålera,-0.15415067982725836
blåleran,-0.15415067982725836
blåmålade,-0.15415067982725836
blånande,-0.15415067982725836
blångarnsöverdragen,-0.15415067982725836
blånor,-0.15415067982725836
blånorna,-0.15415067982725836
blåntotten,-0.15415067982725836
blånvindel,-0.15415067982725836
blåprickig,-0.15415067982725836
blårandig,-0.15415067982725836
blårutig,-0.15415067982725836
blårutiga,-0.15415067982725836
blås,-0.15415067982725836
blåsa,-0.15415067982725836
blåsbälgen,-0.15415067982725836
blåser,-0.15415067982725836
blåsig,-0.15415067982725836
blåsiga,-0.15415067982725836
blåsigt,-0.15415067982725836
blåsippor,-0.15415067982725836
blåsningen,-0.15415067982725836
blåst,-0.15415067982725836
blåste,-0.15415067982725836
blåsten,-0.15415067982725836
blåstens,-0.15415067982725836
blåsut,-0.15415067982725836
blåsvart,-0.15415067982725836
blåsvarta,-0.15415067982725836
blåsväder,-0.15415067982725836
blåsvädret,-0.15415067982725836
blått,-0.15415067982725836
blåvit,-0.15415067982725836
blåvitt,-0.15415067982725836
blåögda,-0.15415067982725836
blödig,-0.15415067982725836
blöja,-0.15415067982725836
blöt,-0.15415067982725836
blöta,-0.15415067982725836
blött,-0.15415067982725836
bnde,-0.15415067982725836
bo,-0.15415067982725836
bock,-0.15415067982725836
bockade,-0.15415067982725836
bockar,-0.15415067982725836
bockarna,-0.15415067982725836
bocken,-0.15415067982725836
bod,-0.15415067982725836
bodar,-0.15415067982725836
bodarna,-0.15415067982725836
bodbetjänt,-0.15415067982725836
bodbetjänten,-0.15415067982725836
bodbetjänterna,-0.15415067982725836
bodbiträden,-0.15415067982725836
bodde,-0.15415067982725836
boddisken,-0.15415067982725836
boden,-0.15415067982725836
bodens,-0.15415067982725836
bodherrarna,-0.15415067982725836
bodherre,-0.15415067982725836
bodkammaren,-0.15415067982725836
bodnyckeln,-0.15415067982725836
bodnyckelnföll,-0.15415067982725836
boende,-0.15415067982725836
boet,-0.15415067982725836
boetten,-0.15415067982725836
bofast,-0.15415067982725836
bofasta,-0.15415067982725836
bofinkar,-0.15415067982725836
bofinkarna,-0.15415067982725836
bofinken,-0.15415067982725836
bofinkspipor,-0.15415067982725836
bogarna,-0.15415067982725836
bogspröt,-0.15415067982725836
bogsprötet,-0.15415067982725836
bogträ,-0.15415067982725836
bogträna,-0.15415067982725836
bohag,-0.15415067982725836
bohuslän,-0.15415067982725836
bohuslänningarna,-0.15415067982725836
bojor,-0.15415067982725836
bojorna,-0.15415067982725836
bok,-0.15415067982725836
bokanten,-0.15415067982725836
bokar,-0.15415067982725836
bokarna,-0.15415067982725836
boken,-0.15415067982725836
bokens,-0.15415067982725836
bokförråd,-0.15415067982725836
bokhylla,-0.15415067982725836
bokhyllor,-0.15415067982725836
bokhyllorna,-0.15415067982725836
boklig,-0.15415067982725836
boklövet,-0.15415067982725836
bokmärke,-0.15415067982725836
bokmärket,-0.15415067982725836
bokpärmen,-0.15415067982725836
bokrot,-0.15415067982725836
bokskog,-0.15415067982725836
bokskogar,-0.15415067982725836
bokskogen,-0.15415067982725836
bokskåp,-0.15415067982725836
bokskåpen,-0.15415067982725836
bokskåpet,-0.15415067982725836
bokstammarna,-0.15415067982725836
bokstaven,-0.15415067982725836
bokstäver,-0.15415067982725836
bokstäverna,-0.15415067982725836
bokträdet,-0.15415067982725836
bolag,-0.15415067982725836
bolaget,-0.15415067982725836
bolagsgård,-0.15415067982725836
bolagshänder,-0.15415067982725836
bolagsmän,-0.15415067982725836
boll,-0.15415067982725836
bollar,-0.15415067982725836
bollnässtugan,-0.15415067982725836
bollspel,-0.15415067982725836
bollspelet,-0.15415067982725836
bolmade,-0.15415067982725836
bolster,-0.15415067982725836
bolsterbädd,-0.15415067982725836
bolstern,-0.15415067982725836
bolstrar,-0.15415067982725836
bolstrat,-0.15415067982725836
bom,-0.15415067982725836
bombasängklänning,-0.15415067982725836
bomma,-0.15415067982725836
bommar,-0.15415067982725836
bommat,-0.15415067982725836
bomullsduk,-0.15415067982725836
bomullsduken,-0.15415067982725836
bomullsgardiner,-0.15415067982725836
bomullsnäsduk,-0.15415067982725836
bomullstyg,-0.15415067982725836
bomullstyget,-0.15415067982725836
bomullsöverdrag,-0.15415067982725836
bon,-0.15415067982725836
bonad,-0.15415067982725836
bonade,-0.15415067982725836
bonaden,-0.15415067982725836
bonader,-0.15415067982725836
bonaderna,-0.15415067982725836
bondbrud,-0.15415067982725836
bondbrudarna,-0.15415067982725836
bondbröllop,-0.15415067982725836
bondbyar,-0.15415067982725836
bondbygden,-0.15415067982725836
bonddotter,-0.15415067982725836
bonddräkt,-0.15415067982725836
bonddräng,-0.15415067982725836
bonddrängar,-0.15415067982725836
bonddrängarnas,-0.15415067982725836
bonddöttrar,-0.15415067982725836
bonde,-0.15415067982725836
bondehemman,-0.15415067982725836
bonden,-0.15415067982725836
bondens,-0.15415067982725836
bondeplågares,-0.15415067982725836
bondes,-0.15415067982725836
bondesläkt,-0.15415067982725836
bondevis,-0.15415067982725836
bondeätt,-0.15415067982725836
bondeätten,-0.15415067982725836
bondflicka,-0.15415067982725836
bondflickor,-0.15415067982725836
bondfolk,-0.15415067982725836
bondfolket,-0.15415067982725836
bondfolkets,-0.15415067982725836
bondgubbar,-0.15415067982725836
bondgumman,-0.15415067982725836
bondgummor,-0.15415067982725836
bondgård,-0.15415067982725836
bondgårdanra,-0.15415067982725836
bondgårdar,-0.15415067982725836
bondgårdarna,-0.15415067982725836
bondgården,-0.15415067982725836
bondhusen,-0.15415067982725836
bondhustru,-0.15415067982725836
bondhustrun,-0.15415067982725836
bondhustrurna,-0.15415067982725836
bondhästar,-0.15415067982725836
bondkarlar,-0.15415067982725836
bondkostym,-0.15415067982725836
bondkvinna,-0.15415067982725836
bondkvinnan,-0.15415067982725836
bondkvinnas,-0.15415067982725836
bondkvinnedräkter,-0.15415067982725836
bondkvinnor,-0.15415067982725836
bondkvinnorna,-0.15415067982725836
bondlandet,-0.15415067982725836
bondpiga,-0.15415067982725836
bondpigas,-0.15415067982725836
bondplågaren,-0.15415067982725836
bondsmed,-0.15415067982725836
bondson,-0.15415067982725836
bondspelman,-0.15415067982725836
bondspelmännen,-0.15415067982725836
bondsteg,-0.15415067982725836
bondstuga,-0.15415067982725836
bondstugan,-0.15415067982725836
bondstugor,-0.15415067982725836
bondstugorna,-0.15415067982725836
bondställen,-0.15415067982725836
bondsätt,-0.15415067982725836
bondtrillor,-0.15415067982725836
boning,-0.15415067982725836
boningar,-0.15415067982725836
boningshus,-0.15415067982725836
boningshusen,-0.15415067982725836
boningshuset,-0.15415067982725836
boningshusets,-0.15415067982725836
boningsort,-0.15415067982725836
boningsrummen,-0.15415067982725836
bonjour,-0.15415067982725836
bonom,-0.15415067982725836
boplats,-0.15415067982725836
boplatser,-0.15415067982725836
boplundrare,-0.15415067982725836
bor,-0.15415067982725836
boraeus,-0.15415067982725836
bord,-0.15415067982725836
borda,-0.15415067982725836
borde,-0.15415067982725836
borden,-0.15415067982725836
bordern,-0.15415067982725836
bordet,-0.15415067982725836
bordets,-0.15415067982725836
bordkanten,-0.15415067982725836
bordor,-0.15415067982725836
bords,-0.15415067982725836
bordsbenet,-0.15415067982725836
bordsbönen,-0.15415067982725836
bordskanten,-0.15415067982725836
bordskivan,-0.15415067982725836
bordskniv,-0.15415067982725836
bordslådan,-0.15415067982725836
bordsskivan,-0.15415067982725836
bordsällskapet,-0.15415067982725836
bordsättningar,-0.15415067982725836
bordsättningen,-0.15415067982725836
boren,-0.15415067982725836
boreus,-0.15415067982725836
borg,-0.15415067982725836
borgaledet,-0.15415067982725836
borgannadam,-0.15415067982725836
borgar,-0.15415067982725836
borgare,-0.15415067982725836
borgaren,-0.15415067982725836
borgarhus,-0.15415067982725836
borgarkvinna,-0.15415067982725836
borgarna,-0.15415067982725836
borgen,-0.15415067982725836
borgens,-0.15415067982725836
borgerligt,-0.15415067982725836
borgfröken,-0.15415067982725836
borggreve,-0.15415067982725836
borggård,-0.15415067982725836
borggårdar,-0.15415067982725836
borggården,-0.15415067982725836
borgherrns,-0.15415067982725836
borgholm,-0.15415067982725836
borgholms,-0.15415067982725836
borgköket,-0.15415067982725836
borgmästare,-0.15415067982725836
borgmästaren,-0.15415067982725836
borgmästarens,-0.15415067982725836
borgmästarinnan,-0.15415067982725836
borgs,-0.15415067982725836
borgstuga,-0.15415067982725836
borjade,-0.15415067982725836
borra,-0.15415067982725836
borrade,-0.15415067982725836
borrat,-0.15415067982725836
borren,-0.15415067982725836
borst,-0.15415067982725836
borstad,-0.15415067982725836
borstade,-0.15415067982725836
borstar,-0.15415067982725836
borstat,-0.15415067982725836
borstbuntar,-0.15415067982725836
borste,-0.15415067982725836
borsten,-0.15415067982725836
borstiga,-0.15415067982725836
borstigt,-0.15415067982725836
bort,-0.15415067982725836
borta,-0.15415067982725836
bortbjudna,-0.15415067982725836
bortblåsta,-0.15415067982725836
bortburen,-0.15415067982725836
bortbyting,-0.15415067982725836
bortbytingen,-0.15415067982725836
bortbytingens,-0.15415067982725836
bortbytt,-0.15415067982725836
bortdragande,-0.15415067982725836
bortdriven,-0.15415067982725836
bortdrivna,-0.15415067982725836
bortdöende,-0.15415067982725836
bortemot,-0.15415067982725836
bortesta,-0.15415067982725836
bortfallna,-0.15415067982725836
bortfarna,-0.15415067982725836
bortfarnas,-0.15415067982725836
bortflugen,-0.15415067982725836
bortflutet,-0.15415067982725836
bortflygande,-0.15415067982725836
bortföra,-0.15415067982725836
bortförd,-0.15415067982725836
bortförda,-0.15415067982725836
bortförklara,-0.15415067982725836
bortfört,-0.15415067982725836
bortgivas,-0.15415067982725836
bortglidande,-0.15415067982725836
bortglömda,-0.15415067982725836
bortglömt,-0.15415067982725836
bortgående,-0.15415067982725836
bortgömd,-0.15415067982725836
borthuggen,-0.15415067982725836
bortifrån,-0.15415067982725836
bortilande,-0.15415067982725836
bortjagad,-0.15415067982725836
bortjagade,-0.15415067982725836
bortkastade,-0.15415067982725836
bortkastat,-0.15415067982725836
bortkommen,-0.15415067982725836
bortkommet,-0.15415067982725836
bortkomna,-0.15415067982725836
bortkörd,-0.15415067982725836
bortkörda,-0.15415067982725836
bortkört,-0.15415067982725836
bortlagd,-0.15415067982725836
bortledda,-0.15415067982725836
bortom,-0.15415067982725836
bortovaron,-0.15415067982725836
bortregnade,-0.15415067982725836
bortresa,-0.15415067982725836
bortrest,-0.15415067982725836
bortresta,-0.15415067982725836
bortrestas,-0.15415067982725836
bortryckt,-0.15415067982725836
bortryckta,-0.15415067982725836
bortröjd,-0.15415067982725836
bortröjda,-0.15415067982725836
bortrövad,-0.15415067982725836
bortrövade,-0.15415067982725836
bortrövades,-0.15415067982725836
bortseglande,-0.15415067982725836
bortskymd,-0.15415067982725836
bortskymda,-0.15415067982725836
bortskymt,-0.15415067982725836
bortskämd,-0.15415067982725836
bortskämda,-0.15415067982725836
bortsköljd,-0.15415067982725836
bortsköljda,-0.15415067982725836
bortsköljt,-0.15415067982725836
bortslarvat,-0.15415067982725836
bortslösade,-0.15415067982725836
bortsnappade,-0.15415067982725836
bortsopade,-0.15415067982725836
bortsopas,-0.15415067982725836
bortstulen,-0.15415067982725836
bortstulet,-0.15415067982725836
bortsålda,-0.15415067982725836
borttaget,-0.15415067982725836
borttappad,-0.15415067982725836
borttappade,-0.15415067982725836
borttöad,-0.15415067982725836
bortvirvlade,-0.15415067982725836
bortvägen,-0.15415067982725836
bortvänt,-0.15415067982725836
bortvärkta,-0.15415067982725836
bortåt,-0.15415067982725836
bortöver,-0.15415067982725836
bos,-0.15415067982725836
bosatt,-0.15415067982725836
bosatta,-0.15415067982725836
bosatte,-0.15415067982725836
bosjökloster,-0.15415067982725836
boskap,-0.15415067982725836
boskapen,-0.15415067982725836
boskapens,-0.15415067982725836
boskapsflock,-0.15415067982725836
boskapshjordar,-0.15415067982725836
boskapshjordarna,-0.15415067982725836
boskapsskötsel,-0.15415067982725836
boskéer,-0.15415067982725836
boskéernas,-0.15415067982725836
boss,-0.15415067982725836
bossons,-0.15415067982725836
bostad,-0.15415067982725836
bostaden,-0.15415067982725836
bostäder,-0.15415067982725836
bostäderna,-0.15415067982725836
boställe,-0.15415067982725836
bostället,-0.15415067982725836
bosätta,-0.15415067982725836
bosättning,-0.15415067982725836
bot,-0.15415067982725836
bota,-0.15415067982725836
botad,-0.15415067982725836
botade,-0.15415067982725836
botaniska,-0.15415067982725836
botaniskaträdgården,-0.15415067982725836
botar,-0.15415067982725836
botat,-0.15415067982725836
botemedel,-0.15415067982725836
botemedlet,-0.15415067982725836
botgörandes,-0.15415067982725836
botgöraren,-0.15415067982725836
botgörarens,-0.15415067982725836
botgörarna,-0.15415067982725836
botgörerskan,-0.15415067982725836
botgörerskans,-0.15415067982725836
botgöring,-0.15415067982725836
botgöringens,-0.15415067982725836
bott,-0.15415067982725836
botten,-0.15415067982725836
bottenlös,-0.15415067982725836
bottenlösa,-0.15415067982725836
bottenlöst,-0.15415067982725836
bottforer,-0.15415067982725836
bottforerna,-0.15415067982725836
bottnen,-0.15415067982725836
bottniska,-0.15415067982725836
botövning,-0.15415067982725836
bouppteckning,-0.15415067982725836
bouppteckningen,-0.15415067982725836
boutredningsman,-0.15415067982725836
boutredningsmännerna,-0.15415067982725836
bouving,-0.15415067982725836
bouvings,-0.15415067982725836
bovar,-0.15415067982725836
bozde,-0.15415067982725836
bra,-0.15415067982725836
bragd,-0.15415067982725836
bragden,-0.15415067982725836
bragder,-0.15415067982725836
bragdrika,-0.15415067982725836
bragt,-0.15415067982725836
bragte,-0.15415067982725836
bragten,-0.15415067982725836
brahe,-0.15415067982725836
brahearna,-0.15415067982725836
brak,-0.15415067982725836
brakade,-0.15415067982725836
brakande,-0.15415067982725836
brakandet,-0.15415067982725836
brakat,-0.15415067982725836
brand,-0.15415067982725836
branden,-0.15415067982725836
brandfältet,-0.15415067982725836
brandlukten,-0.15415067982725836
brandos,-0.15415067982725836
brandrök,-0.15415067982725836
brandskattar,-0.15415067982725836
brann,-0.15415067982725836
brant,-0.15415067982725836
branta,-0.15415067982725836
branten,-0.15415067982725836
branter,-0.15415067982725836
branterna,-0.15415067982725836
bras,-0.15415067982725836
brasa,-0.15415067982725836
brasan,-0.15415067982725836
brasans,-0.15415067982725836
brast,-0.15415067982725836
brauns,-0.15415067982725836
bravo,-0.15415067982725836
bravur,-0.15415067982725836
bravurstycke,-0.15415067982725836
bred,-0.15415067982725836
breda,-0.15415067982725836
bredane,-0.15415067982725836
bredare,-0.15415067982725836
bredas,-0.15415067982725836
bredd,-0.15415067982725836
bredde,-0.15415067982725836
bredden,-0.15415067982725836
breder,-0.15415067982725836
bredfjället,-0.15415067982725836
bredskyggig,-0.15415067982725836
bredskyggiga,-0.15415067982725836
bredsängens,-0.15415067982725836
bredvid,-0.15415067982725836
bredåka,-0.15415067982725836
bremer,-0.15415067982725836
brett,-0.15415067982725836
brev,-0.15415067982725836
breve,-0.15415067982725836
breven,-0.15415067982725836
brevet,-0.15415067982725836
brevid,-0.15415067982725836
brevlåda,-0.15415067982725836
brevpacken,-0.15415067982725836
brevporto,-0.15415067982725836
brevpress,-0.15415067982725836
brggan,-0.15415067982725836
bricka,-0.15415067982725836
brickan,-0.15415067982725836
briljant,-0.15415067982725836
brillor,-0.15415067982725836
brillorna,-0.15415067982725836
bringa,-0.15415067982725836
bringan,-0.15415067982725836
bringar,-0.15415067982725836
bringas,-0.15415067982725836
bringat,-0.15415067982725836
brinna,-0.15415067982725836
brinnade,-0.15415067982725836
brinnande,-0.15415067982725836
brinner,-0.15415067982725836
brisen,-0.15415067982725836
brist,-0.15415067982725836
brista,-0.15415067982725836
bristande,-0.15415067982725836
bristen,-0.15415067982725836
brister,-0.15415067982725836
bristfälliga,-0.15415067982725836
bristfälligt,-0.15415067982725836
brita,-0.15415067982725836
britanjen,-0.15415067982725836
britas,-0.15415067982725836
britsarna,-0.15415067982725836
britsen,-0.15415067982725836
britta,-0.15415067982725836
bro,-0.15415067982725836
broar,-0.15415067982725836
broarna,-0.15415067982725836
broby,-0.15415067982725836
brobyprästen,-0.15415067982725836
brobyprästens,-0.15415067982725836
brockfågel,-0.15415067982725836
brodd,-0.15415067982725836
broder,-0.15415067982725836
brodera,-0.15415067982725836
broderad,-0.15415067982725836
broderade,-0.15415067982725836
broderat,-0.15415067982725836
broderier,-0.15415067982725836
broderierna,-0.15415067982725836
brodern,-0.15415067982725836
broderna,-0.15415067982725836
broderns,-0.15415067982725836
broderskap,-0.15415067982725836
brokad,-0.15415067982725836
brokaren,-0.15415067982725836
brokig,-0.15415067982725836
brokiga,-0.15415067982725836
brokigare,-0.15415067982725836
brokigt,-0.15415067982725836
broms,-0.15415067982725836
bron,-0.15415067982725836
bronshyade,-0.15415067982725836
bronskarl,-0.15415067982725836
bronskarlen,-0.15415067982725836
bror,-0.15415067982725836
brors,-0.15415067982725836
brorslotten,-0.15415067982725836
brorson,-0.15415067982725836
brorsonen,-0.15415067982725836
broräcket,-0.15415067982725836
brosch,-0.15415067982725836
broschen,-0.15415067982725836
broscher,-0.15415067982725836
broschyrer,-0.15415067982725836
broström,-0.15415067982725836
brotfrätta,-0.15415067982725836
brott,-0.15415067982725836
brottades,-0.15415067982725836
brottas,-0.15415067982725836
brottats,-0.15415067982725836
brotten,-0.15415067982725836
brottet,-0.15415067982725836
brottning,-0.15415067982725836
brottslig,-0.15415067982725836
brottsliga,-0.15415067982725836
brottsling,-0.15415067982725836
brottslingar,-0.15415067982725836
brottslingarna,-0.15415067982725836
brra,-0.15415067982725836
bruby,-0.15415067982725836
brud,-0.15415067982725836
brudar,-0.15415067982725836
brudarna,-0.15415067982725836
bruddräkt,-0.15415067982725836
bruden,-0.15415067982725836
brudens,-0.15415067982725836
brudfolk,-0.15415067982725836
brudföljet,-0.15415067982725836
brudgrannlåt,-0.15415067982725836
brudgrannlåten,-0.15415067982725836
brudgum,-0.15415067982725836
brudgummen,-0.15415067982725836
brudgumsgåva,-0.15415067982725836
brudgumsskjortan,-0.15415067982725836
brudgumstankar,-0.15415067982725836
brudgåva,-0.15415067982725836
brudklädd,-0.15415067982725836
brudklänning,-0.15415067982725836
brudklänningens,-0.15415067982725836
brudkrona,-0.15415067982725836
brudkronan,-0.15415067982725836
brudkyssen,-0.15415067982725836
brudparet,-0.15415067982725836
brudskara,-0.15415067982725836
brudskrinet,-0.15415067982725836
brudslöjan,-0.15415067982725836
brudstassen,-0.15415067982725836
brudstolen,-0.15415067982725836
